id;message_id;executed_sql;bq_result;created_at
a040a6bd-e15f-42f5-9ec5-84031f19e31d;e7d95af9-50ff-4f13-b6c4-61702f3c1271;SELECT branch, COUNT(DISTINCT contact) AS regs FROM `tenms-userdb.Marketing_Leads.offline_leads_api` WHERE submission_date = CURRENT_DATE() GROUP BY branch ORDER BY regs DESC;"{""schema"":{""fields"":[{""name"":""branch"",""type"":""STRING"",""mode"":""NULLABLE""},{""name"":""regs"",""type"":""INTEGER"",""mode"":""NULLABLE""}]},""rows"":[{""f"":[{""v"":""Mirpur Branch""},{""v"":""24""}]},{""f"":[{""v"":""Chawkbazar Branch""},{""v"":""22""}]},{""f"":[{""v"":""Uttara Branch""},{""v"":""22""}]},{""f"":[{""v"":""Panthapath Branch""},{""v"":""13""}]},{""f"":[{""v"":""Moghbazar Branch""},{""v"":""12""}]}],""jobComplete"":true}";2026-03-18 09:58:50.971371+00
d83cd3a2-134d-40e7-bfb9-a2e7d9cbd012;fbeb40b8-13fe-4964-8202-43aaca8cce05;SELECT branch, COUNT(DISTINCT contact) AS registrations FROM `tenms-userdb.Marketing_Leads.offline_leads_api` WHERE submission_date = CURRENT_DATE() GROUP BY branch ORDER BY registrations DESC;"{""schema"":{""fields"":[{""name"":""branch"",""type"":""STRING"",""mode"":""NULLABLE""},{""name"":""registrations"",""type"":""INTEGER"",""mode"":""NULLABLE""}]},""rows"":[{""f"":[{""v"":""Mirpur Branch""},{""v"":""24""}]},{""f"":[{""v"":""Chawkbazar Branch""},{""v"":""22""}]},{""f"":[{""v"":""Uttara Branch""},{""v"":""22""}]},{""f"":[{""v"":""Panthapath Branch""},{""v"":""13""}]},{""f"":[{""v"":""Moghbazar Branch""},{""v"":""12""}]}],""jobComplete"":true}";2026-03-18 10:00:31.058512+00
85a8494d-c0ac-4890-84ed-87e1beca31aa;85c359a6-edf2-444f-a727-1605fa236233;SELECT submission_date, branch, COUNT(DISTINCT contact) AS registrations FROM `tenms-userdb.Marketing_Leads.offline_leads_api` WHERE submission_date = CURRENT_DATE() GROUP BY submission_date, branch ORDER BY branch;"{""schema"":{""fields"":[{""name"":""submission_date"",""type"":""DATE"",""mode"":""NULLABLE""},{""name"":""branch"",""type"":""STRING"",""mode"":""NULLABLE""},{""name"":""registrations"",""type"":""INTEGER"",""mode"":""NULLABLE""}]},""rows"":[{""f"":[{""v"":""2026-03-18""},{""v"":""Chawkbazar Branch""},{""v"":""22""}]},{""f"":[{""v"":""2026-03-18""},{""v"":""Mirpur Branch""},{""v"":""24""}]},{""f"":[{""v"":""2026-03-18""},{""v"":""Moghbazar Branch""},{""v"":""12""}]},{""f"":[{""v"":""2026-03-18""},{""v"":""Panthapath Branch""},{""v"":""13""}]},{""f"":[{""v"":""2026-03-18""},{""v"":""Uttara Branch""},{""v"":""22""}]}],""jobComplete"":true}";2026-03-18 10:10:58.69337+00
cc92ca1b-960f-43e0-82e7-8ecaeeb382e9;3cba8607-06cd-4762-ab5d-399f01f9cb5a;SELECT branch, COUNT(DISTINCT contact) AS regs_today FROM `tenms-userdb.Marketing_Leads.offline_leads_api` WHERE submission_date = CURRENT_DATE() GROUP BY branch ORDER BY regs_today DESC;"{""schema"":{""fields"":[{""name"":""branch"",""type"":""STRING"",""mode"":""NULLABLE""},{""name"":""regs_today"",""type"":""INTEGER"",""mode"":""NULLABLE""}]},""rows"":[{""f"":[{""v"":""Mirpur Branch""},{""v"":""24""}]},{""f"":[{""v"":""Uttara Branch""},{""v"":""22""}]},{""f"":[{""v"":""Chawkbazar Branch""},{""v"":""22""}]},{""f"":[{""v"":""Panthapath Branch""},{""v"":""13""}]},{""f"":[{""v"":""Moghbazar Branch""},{""v"":""12""}]}],""jobComplete"":true}";2026-03-18 10:20:40.519942+00
1b15dbe1-1ca3-44c4-a622-b8fc675ec017;19447599-97ed-4e37-8058-e180d1365a6a;SELECT branch, COUNT(DISTINCT Mobile_Number) AS admissions FROM `tenms-userdb.english_centre.offline_admissions_gsheet_v3` WHERE admission_date = CURRENT_DATE() GROUP BY branch ORDER BY branch;"{""schema"":{""fields"":[{""name"":""branch"",""type"":""STRING"",""mode"":""NULLABLE""},{""name"":""admissions"",""type"":""INTEGER"",""mode"":""NULLABLE""}]},""jobComplete"":true}";2026-03-18 11:21:23.905932+00
fcf7710f-5522-44e9-962d-1cdb78072ab4;c9783c8d-c216-4e15-9318-97d3cce0e597;SELECT data_source, COUNT(DISTINCT contact) AS leads FROM `tenms-userdb.Marketing_Leads.offline_leads_api` WHERE submission_date BETWEEN DATE_TRUNC(CURRENT_DATE(), YEAR) AND CURRENT_DATE() GROUP BY data_source ORDER BY leads DESC;"{""schema"":{""fields"":[{""name"":""data_source"",""type"":""STRING"",""mode"":""NULLABLE""},{""name"":""leads"",""type"":""INTEGER"",""mode"":""NULLABLE""}]},""rows"":[{""f"":[{""v"":""Facebook Form""},{""v"":""22631""}]},{""f"":[{""v"":""Booking System""},{""v"":""13501""}]},{""f"":[{""v"":""ClassroomOS""},{""v"":""6490""}]},{""f"":[{""v"":""Internal Platform""},{""v"":""4897""}]},{""f"":[{""v"":""iHelp""},{""v"":""130""}]},{""f"":[{""v"":""Google Form""},{""v"":""34""}]}],""jobComplete"":true}";2026-03-18 11:22:15.515281+00
252f6beb-d088-41b0-8ab7-6b42b0cc2a29;d4375c68-cbc7-4040-8356-b5e128ed9e32;SELECT submission_date, COUNT(DISTINCT contact) AS tele_eligible_leads FROM `tenms-userdb.raw_product_content.offline_free_class_cx` WHERE submission_date BETWEEN DATE_TRUNC(CURRENT_DATE(), WEEK(MONDAY)) AND CURRENT_DATE() AND (lead_source IS NULL OR lead_source NOT IN ('IELTS Mock Test','Study Abroad')) GROUP BY submission_date ORDER BY submission_date;"{""schema"":{""fields"":[{""name"":""submission_date"",""type"":""DATE"",""mode"":""NULLABLE""},{""name"":""tele_eligible_leads"",""type"":""INTEGER"",""mode"":""NULLABLE""}]},""rows"":[{""f"":[{""v"":""2026-03-16""},{""v"":""296""}]},{""f"":[{""v"":""2026-03-17""},{""v"":""305""}]},{""f"":[{""v"":""2026-03-18""},{""v"":""91""}]}],""jobComplete"":true}";2026-03-18 11:52:30.657493+00
948f83fa-9f97-4f10-91f1-8013cebaf7f0;c417a9b1-830e-4cd7-942d-6830a4dbbe69;SELECT branch, COUNT(DISTINCT CASE WHEN attendance_status IN ('present','present_early','present_late') THEN contact END) AS attendance, COUNT(DISTINCT contact) AS registrations, ROUND(100 * SAFE_DIVIDE(COUNT(DISTINCT CASE WHEN attendance_status IN ('present','present_early','present_late') THEN contact END), COUNT(DISTINCT contact)), 2) AS rta_percentage FROM `tenms-userdb.Marketing_Leads.offline_leads_api` GROUP BY branch ORDER BY rta_percentage DESC;"{""schema"":{""fields"":[{""name"":""branch"",""type"":""STRING"",""mode"":""NULLABLE""},{""name"":""attendance"",""type"":""INTEGER"",""mode"":""NULLABLE""},{""name"":""registrations"",""type"":""INTEGER"",""mode"":""NULLABLE""},{""name"":""rta_percentage"",""type"":""FLOAT"",""mode"":""NULLABLE""}]},""rows"":[{""f"":[{""v"":""Moghbazar Branch""},{""v"":""3479""},{""v"":""29149""},{""v"":""11.94""}]},{""f"":[{""v"":""Panthapath Branch""},{""v"":""3493""},{""v"":""38979""},{""v"":""8.96""}]},{""f"":[{""v"":""Mirpur Branch""},{""v"":""5009""},{""v"":""66728""},{""v"":""7.51""}]},{""f"":[{""v"":""Chawkbazar Branch""},{""v"":""2489""},{""v"":""39144""},{""v"":""6.36""}]},{""f"":[{""v"":""Uttara Branch""},{""v"":""3598""},{""v"":""88861""},{""v"":""4.05""}]},{""f"":[{""v"":null},{""v"":""0""},{""v"":""11488""},{""v"":""0.0""}]},{""f"":[{""v"":""\u003ctest lead: dummy data for কোন Branch এ ক্লাস করতে চাও ?\u003e""},{""v"":""0""},{""v"":""0""},{""v"":null}]},{""f"":[{""v"":""\u003ctest lead: dummy data for আপনি কোন প্রোগ্রামের জন্য ফ্রি ক্লাসে জয়েন করতে চান?\u003e""},{""v"":""0""},{""v"":""0""},{""v"":null}]}],""jobComplete"":true}";2026-03-18 11:54:20.944577+00
e5880e78-b276-48be-bea2-92b2842fc829;eed34913-3f39-4dd7-923a-e04092395dfe;WITH attendance AS (SELECT branch, COUNT(DISTINCT contact) AS attendance FROM `tenms-userdb.Marketing_Leads.offline_leads_api` WHERE attendance_date BETWEEN CURRENT_DATE() - 29 AND CURRENT_DATE() GROUP BY branch), admissions AS (SELECT branch, COUNT(DISTINCT Mobile_Number) AS admissions FROM `tenms-userdb.english_centre.offline_admissions_gsheet_v3` WHERE admission_date BETWEEN CURRENT_DATE() - 29 AND CURRENT_DATE() GROUP BY branch) SELECT COALESCE(a.branch, ad.branch) AS branch, COALESCE(a.attendance, 0) AS attendance, COALESCE(ad.admissions, 0) AS admissions, ROUND(SAFE_DIVIDE(COALESCE(ad.admissions, 0), COALESCE(a.attendance, 0)) * 100, 2) AS ata_pct FROM attendance a FULL OUTER JOIN admissions ad ON a.branch = ad.branch ORDER BY branch;"{""schema"":{""fields"":[{""name"":""branch"",""type"":""STRING"",""mode"":""NULLABLE""},{""name"":""attendance"",""type"":""INTEGER"",""mode"":""NULLABLE""},{""name"":""admissions"",""type"":""INTEGER"",""mode"":""NULLABLE""},{""name"":""ata_pct"",""type"":""FLOAT"",""mode"":""NULLABLE""}]},""rows"":[{""f"":[{""v"":""Chawkbazar Branch""},{""v"":""234""},{""v"":""63""},{""v"":""26.92""}]},{""f"":[{""v"":""Mirpur Branch""},{""v"":""250""},{""v"":""36""},{""v"":""14.4""}]},{""f"":[{""v"":""Moghbazar Branch""},{""v"":""144""},{""v"":""71""},{""v"":""49.31""}]},{""f"":[{""v"":""Panthapath Branch""},{""v"":""197""},{""v"":""109""},{""v"":""55.33""}]},{""f"":[{""v"":""Uttara Branch""},{""v"":""201""},{""v"":""88""},{""v"":""43.78""}]}],""jobComplete"":true}";2026-03-18 13:04:27.700079+00
56b70627-2bdc-4018-b541-fdbb399caa3e;1edfe2e8-19f8-4738-a078-0a9eccbf3212;SELECT COUNT(DISTINCT contact) AS regs_today FROM `tenms-userdb.Marketing_Leads.offline_leads_api` WHERE submission_date = CURRENT_DATE();"{""schema"":{""fields"":[{""name"":""regs_today"",""type"":""INTEGER"",""mode"":""NULLABLE""}]},""rows"":[{""f"":[{""v"":""106""}]}],""jobComplete"":true}";2026-03-18 13:09:23.767616+00
d2abb0d8-a195-4b4e-8c78-2ade1f118ba6;d8f2aede-1914-4cd0-afa1-c587be586718;WITH attendance AS ( SELECT branch, COUNT(DISTINCT contact) AS attendance FROM `tenms-userdb.Marketing_Leads.offline_leads_api` WHERE attendance_date BETWEEN CURRENT_DATE() - 29 AND CURRENT_DATE() GROUP BY branch ), admissions AS ( SELECT branch, COUNT(DISTINCT Mobile_Number) AS admissions FROM `tenms-userdb.english_centre.offline_admissions_gsheet_v3` WHERE admission_date BETWEEN CURRENT_DATE() - 29 AND CURRENT_DATE() GROUP BY branch ) SELECT COALESCE(a.branch, ad.branch) AS branch, IFNULL(attendance, 0) AS attendance, IFNULL(admissions, 0) AS admissions, ROUND(SAFE_DIVIDE(IFNULL(admissions, 0), NULLIF(IFNULL(attendance, 0), 0)) * 100, 0) AS ata_percent FROM attendance a FULL OUTER JOIN admissions ad ON a.branch = ad.branch ORDER BY CASE COALESCE(a.branch, ad.branch) WHEN 'Uttara Branch' THEN 1 WHEN 'Panthapath Branch' THEN 2 WHEN 'Mirpur Branch' THEN 3 WHEN 'Moghbazar Branch' THEN 4 WHEN 'Chawkbazar Branch' THEN 5 ELSE 99 END;"{""schema"":{""fields"":[{""name"":""branch"",""type"":""STRING"",""mode"":""NULLABLE""},{""name"":""attendance"",""type"":""INTEGER"",""mode"":""NULLABLE""},{""name"":""admissions"",""type"":""INTEGER"",""mode"":""NULLABLE""},{""name"":""ata_percent"",""type"":""FLOAT"",""mode"":""NULLABLE""}]},""rows"":[{""f"":[{""v"":""Uttara Branch""},{""v"":""201""},{""v"":""88""},{""v"":""44.0""}]},{""f"":[{""v"":""Panthapath Branch""},{""v"":""197""},{""v"":""109""},{""v"":""55.0""}]},{""f"":[{""v"":""Mirpur Branch""},{""v"":""250""},{""v"":""36""},{""v"":""14.0""}]},{""f"":[{""v"":""Moghbazar Branch""},{""v"":""144""},{""v"":""71""},{""v"":""49.0""}]},{""f"":[{""v"":""Chawkbazar Branch""},{""v"":""234""},{""v"":""63""},{""v"":""27.0""}]}],""jobComplete"":true}";2026-03-18 13:13:02.693516+00
